,Family name,Family,Subfamily,Common name,Scientific name,2022 IUCN Red List category
4720,Thamnophilidae,Typical Antbirds,Thamnophilinae,Grey Antbird,Cercomacra cinerascens,LC
4721,Thamnophilidae,Typical Antbirds,Thamnophilinae,Mato Grosso Antbird,Cercomacra melanaria,LC
4722,Thamnophilidae,Typical Antbirds,Thamnophilinae,Bananal Antbird,Cercomacra ferdinandi,NT
4723,Thamnophilidae,Typical Antbirds,Thamnophilinae,Rio Branco Antbird,Cercomacra carbonaria,CR
4724,Thamnophilidae,Typical Antbirds,Thamnophilinae,Jet Antbird,Cercomacra nigricans,LC
4725,Thamnophilidae,Typical Antbirds,Thamnophilinae,Southern Chestnut-tailed Antbird,Sciaphylax hemimelaena,LC
4726,Thamnophilidae,Typical Antbirds,Thamnophilinae,Northern Chestnut-tailed Antbird,Sciaphylax castanea,LC
4727,Thamnophilidae,Typical Antbirds,Thamnophilinae,Blackish Antbird,Cercomacroides nigrescens,LC
4728,Thamnophilidae,Typical Antbirds,Thamnophilinae,Riparian Antbird,Cercomacroides fuscicauda,LC
4729,Thamnophilidae,Typical Antbirds,Thamnophilinae,Willis's Antbird,Cercomacroides laeta,LC
4730,Thamnophilidae,Typical Antbirds,Thamnophilinae,Parker's Antbird,Cercomacroides parkeri,LC
4731,Thamnophilidae,Typical Antbirds,Thamnophilinae,Dusky Antbird,Cercomacroides tyrannina,LC
4732,Thamnophilidae,Typical Antbirds,Thamnophilinae,Black Antbird,Cercomacroides serva,LC
4733,Thamnophilidae,Typical Antbirds,Thamnophilinae,Ferruginous Antbird,Drymophila ferruginea,LC
4734,Thamnophilidae,Typical Antbirds,Thamnophilinae,Bertoni's Antbird,Drymophila rubricollis,LC
4735,Thamnophilidae,Typical Antbirds,Thamnophilinae,Rufous-tailed Antbird,Drymophila genei,LC
4736,Thamnophilidae,Typical Antbirds,Thamnophilinae,Ochre-rumped Antbird,Drymophila ochropyga,NT
4737,Thamnophilidae,Typical Antbirds,Thamnophilinae,Dusky-tailed Antbird,Drymophila malura,LC
4738,Thamnophilidae,Typical Antbirds,Thamnophilinae,Scaled Antbird,Drymophila squamata,LC
4739,Thamnophilidae,Typical Antbirds,Thamnophilinae,Striated Antbird,Drymophila devillei,LC
4740,Thamnophilidae,Typical Antbirds,Thamnophilinae,Klages's Antbird,Drymophila klagesi,LC
4741,Thamnophilidae,Typical Antbirds,Thamnophilinae,Santa Marta Antbird,Drymophila hellmayri,NT
4742,Thamnophilidae,Typical Antbirds,Thamnophilinae,East Andean Antbird,Drymophila caudata,NT
4743,Thamnophilidae,Typical Antbirds,Thamnophilinae,Streak-headed Antbird,Drymophila striaticeps,LC
4744,Thamnophilidae,Typical Antbirds,Thamnophilinae,Yellow-browed Antwarbler,Hypocnemis hypoxantha,LC
4745,Thamnophilidae,Typical Antbirds,Thamnophilinae,Yellow-breasted Antwarbler,Hypocnemis subflava,LC
4746,Thamnophilidae,Typical Antbirds,Thamnophilinae,Imeri Antwarbler,Hypocnemis flavescens,LC
4747,Thamnophilidae,Typical Antbirds,Thamnophilinae,Guianan Antwarbler,Hypocnemis cantator,LC
4748,Thamnophilidae,Typical Antbirds,Thamnophilinae,Peruvian Antwarbler,Hypocnemis peruviana,LC
4749,Thamnophilidae,Typical Antbirds,Thamnophilinae,Rondonia Antwarbler,Hypocnemis ochrogyna,VU
4750,Thamnophilidae,Typical Antbirds,Thamnophilinae,Manicore Antwarbler,Hypocnemis rondoni,LC
4751,Thamnophilidae,Typical Antbirds,Thamnophilinae,Spix's Antwarbler,Hypocnemis striata,LC
4752,Thamnophilidae,Typical Antbirds,Thamnophilinae,Ocellated Antbird,Phaenostictus mcleannani,LC
4753,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-plumed Antbird,Pithys albifrons,LC
4754,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-masked Antbird,Pithys castaneus,NT
4755,Thamnophilidae,Typical Antbirds,Thamnophilinae,Common Scale-backed Antbird,Willisornis poecilinotus,LC
4756,Thamnophilidae,Typical Antbirds,Thamnophilinae,Xingu Scale-backed Antbird,Willisornis vidua,LC
4757,Thamnophilidae,Typical Antbirds,Thamnophilinae,Tapajos Scale-backed Antbird,Willisornis nigrigula,LC
4758,Thamnophilidae,Typical Antbirds,Thamnophilinae,Black-spotted Bare-eye,Phlegopsis nigromaculata,LC
4759,Thamnophilidae,Typical Antbirds,Thamnophilinae,Pale-faced Bare-eye,Phlegopsis borbae,LC
4760,Thamnophilidae,Typical Antbirds,Thamnophilinae,Reddish-winged Bare-eye,Phlegopsis erythroptera,LC
4761,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-throated Antbird,Oneillornis salvini,LC
4762,Thamnophilidae,Typical Antbirds,Thamnophilinae,Lunulated Antbird,Oneillornis lunulatus,LC
4763,Thamnophilidae,Typical Antbirds,Thamnophilinae,Bicolored Antbird,Gymnopithys bicolor,LC
4764,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-cheeked Antbird,Gymnopithys leucaspis,LC
4765,Thamnophilidae,Typical Antbirds,Thamnophilinae,Rufous-throated Antbird,Gymnopithys rufigula,LC
4766,Thamnophilidae,Typical Antbirds,Thamnophilinae,Bare-eyed Antbird,Rhegmatorhina gymnops,VU
4767,Thamnophilidae,Typical Antbirds,Thamnophilinae,Harlequin Antbird,Rhegmatorhina berlepschi,LC
4768,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-breasted Antbird,Rhegmatorhina hoffmannsi,LC
4769,Thamnophilidae,Typical Antbirds,Thamnophilinae,Chestnut-crested Antbird,Rhegmatorhina cristata,LC
4770,Thamnophilidae,Typical Antbirds,Thamnophilinae,Hairy-crested Antbird,Rhegmatorhina melanosticta,LC
4771,Thamnophilidae,Typical Antbirds,Thamnophilinae,Cordillera Azul Antbird,Myrmoderus eowilsoni,NT
4772,Thamnophilidae,Typical Antbirds,Thamnophilinae,Ferruginous-backed Antbird,Myrmoderus ferrugineus,LC
4773,Thamnophilidae,Typical Antbirds,Thamnophilinae,Scalloped Antbird,Myrmoderus ruficauda,EN
4774,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-bibbed Antbird,Myrmoderus loricatus,LC
4775,Thamnophilidae,Typical Antbirds,Thamnophilinae,Squamate Antbird,Myrmoderus squamosus,LC
4776,Thamnophilidae,Typical Antbirds,Thamnophilinae,Spotted Antbird,Hylophylax naevioides,LC
4777,Thamnophilidae,Typical Antbirds,Thamnophilinae,Spot-backed Antbird,Hylophylax naevius,LC
4778,Thamnophilidae,Typical Antbirds,Thamnophilinae,Dot-backed Antbird,Hylophylax punctulatus,LC
4779,Thamnophilidae,Typical Antbirds,Thamnophilinae,Black-chinned Antbird,Hypocnemoides melanopogon,LC
4780,Thamnophilidae,Typical Antbirds,Thamnophilinae,Band-tailed Antbird,Hypocnemoides maculicauda,LC
4781,Thamnophilidae,Typical Antbirds,Thamnophilinae,Silvered Antbird,Sclateria naevia,LC
4782,Thamnophilidae,Typical Antbirds,Thamnophilinae,Roraiman Antbird,Myrmelastes saturatus,LC
4783,Thamnophilidae,Typical Antbirds,Thamnophilinae,Slate-colored Antbird,Myrmelastes schistaceus,LC
4784,Thamnophilidae,Typical Antbirds,Thamnophilinae,Plumbeous Antbird,Myrmelastes hyperythrus,LC
4785,Thamnophilidae,Typical Antbirds,Thamnophilinae,Rufous-faced Antbird,Myrmelastes rufifacies,LC
4786,Thamnophilidae,Typical Antbirds,Thamnophilinae,Brownish-headed Antbird,Myrmelastes brunneiceps,LC
4787,Thamnophilidae,Typical Antbirds,Thamnophilinae,Humaita Antbird,Myrmelastes humaythae,LC
4788,Thamnophilidae,Typical Antbirds,Thamnophilinae,Spot-winged Antbird,Myrmelastes leucostigma,LC
4789,Thamnophilidae,Typical Antbirds,Thamnophilinae,Caura Antbird,Myrmelastes caurensis,LC
4790,Thamnophilidae,Typical Antbirds,Thamnophilinae,Short-tailed Antbird,Poliocrania maculifer,LC
4791,Thamnophilidae,Typical Antbirds,Thamnophilinae,Chestnut-backed Antbird,Poliocrania exsul,LC
4792,Thamnophilidae,Typical Antbirds,Thamnophilinae,Grey-headed Antbird,Ampelornis griseiceps,VU
4793,Thamnophilidae,Typical Antbirds,Thamnophilinae,Stub-tailed Antbird,Sipia berlepschi,LC
4794,Thamnophilidae,Typical Antbirds,Thamnophilinae,Esmeraldas Antbird,Sipia nigricauda,LC
4795,Thamnophilidae,Typical Antbirds,Thamnophilinae,Magdalena Antbird,Sipia palliata,NT
4796,Thamnophilidae,Typical Antbirds,Thamnophilinae,Dull-mantled Antbird,Sipia laemosticta,LC
4797,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-bellied Antbird,Myrmeciza longipes,LC
4798,Thamnophilidae,Typical Antbirds,Thamnophilinae,Black-tailed Antbird,Myrmoborus melanurus,VU
4799,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-lined Antbird,Myrmoborus lophotes,LC
4800,Thamnophilidae,Typical Antbirds,Thamnophilinae,Black-faced Antbird,Myrmoborus myotherinus,LC
4801,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-browed Antbird,Myrmoborus leucophrys,LC
4802,Thamnophilidae,Typical Antbirds,Thamnophilinae,Ash-breasted Antbird,Myrmoborus lugubris,VU
4803,Thamnophilidae,Typical Antbirds,Thamnophilinae,Bare-crowned Antbird,Gymnocichla nudiceps,LC
4804,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-backed Fire-eye,Pyriglena leuconota,LC
4805,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-shouldered Fire-eye,Pyriglena leucoptera,LC
4806,Thamnophilidae,Typical Antbirds,Thamnophilinae,Fringe-backed Fire-eye,Pyriglena atra,EN
4807,Thamnophilidae,Typical Antbirds,Thamnophilinae,Slender Antbird,Rhopornis ardesiacus,EN
4808,Thamnophilidae,Typical Antbirds,Thamnophilinae,Black-headed Antbird,Percnostola rufifrons,LC
4809,Thamnophilidae,Typical Antbirds,Thamnophilinae,Allpahuayo Antbird,Percnostola arenarum,VU
4810,Thamnophilidae,Typical Antbirds,Thamnophilinae,White-shouldered Antbird,Akletos melanoceps,LC
4811,Thamnophilidae,Typical Antbirds,Thamnophilinae,Goeldi's Antbird,Akletos goeldii,LC
4812,Thamnophilidae,Typical Antbirds,Thamnophilinae,Sooty Antbird,Hafferia fortis,LC
4813,Thamnophilidae,Typical Antbirds,Thamnophilinae,Zeledon's Antbird,Hafferia zeledoni,LC
4814,Thamnophilidae,Typical Antbirds,Thamnophilinae,Blue-lored Antbird,Hafferia immaculata,LC
4815,Thamnophilidae,Typical Antbirds,Myrmornithinae,Southern Wing-banded Antbird,Myrmornis torquata,LC
4816,Thamnophilidae,Typical Antbirds,Myrmornithinae,Northern Wing-banded Antbird,Myrmornis stictoptera,LC
4817,Thamnophilidae,Typical Antbirds,Myrmornithinae,Spot-winged Antshrike,Pygiptila stellaris,LC
4818,Thamnophilidae,Typical Antbirds,Myrmornithinae,Western Russet Antshrike,Thamnistes anabatinus,LC
4819,Thamnophilidae,Typical Antbirds,Myrmornithinae,Eastern Russet Antshrike,Thamnistes aequatorialis,LC
4820,Conopophagidae,Gnateaters,,Chestnut-belted Gnateater,Conopophaga aurita,LC
4821,Conopophagidae,Gnateaters,,Black-breasted Gnateater,Conopophaga snethlageae,LC
4822,Conopophagidae,Gnateaters,,Black-cheeked Gnateater,Conopophaga melanops,LC
4823,Conopophagidae,Gnateaters,,Rufous Gnateater,Conopophaga lineata,LC
4824,Conopophagidae,Gnateaters,,Ceara Gnateater,Conopophaga cearae,NT
4825,Conopophagidae,Gnateaters,,Hooded Gnateater,Conopophaga roberti,LC
4826,Conopophagidae,Gnateaters,,Ash-throated Gnateater,Conopophaga peruviana,LC
4827,Conopophagidae,Gnateaters,,Slaty Gnateater,Conopophaga ardesiaca,LC
4828,Conopophagidae,Gnateaters,,Chestnut-crowned Gnateater,Conopophaga castaneiceps,LC
4829,Conopophagidae,Gnateaters,,Black-bellied Gnateater,Conopophaga melanogaster,LC
4830,Conopophagidae,Gnateaters,,Black-crowned Pittasoma,Pittasoma michleri,LC
4831,Conopophagidae,Gnateaters,,Rufous-crowned Pittasoma,Pittasoma rufopileatum,NT
4832,Melanopareiidae,Crescentchests,,Collared Crescentchest,Melanopareia torquata,LC
4833,Melanopareiidae,Crescentchests,,Olive-crowned Crescentchest,Melanopareia maximiliani,LC
4834,Melanopareiidae,Crescentchests,,Maranon Crescentchest,Melanopareia maranonica,LC
4835,Melanopareiidae,Crescentchests,,Elegant Crescentchest,Melanopareia elegans,LC
4836,Grallariidae,Antpittas,,Undulated Antpitta,Grallaria squamigera,LC
4837,Grallariidae,Antpittas,,Giant Antpitta,Grallaria gigantea,VU
4838,Grallariidae,Antpittas,,Great Antpitta,Grallaria excelsa,VU
4839,Grallariidae,Antpittas,,Variegated Antpitta,Grallaria varia,LC
4840,Grallariidae,Antpittas,,Moustached Antpitta,Grallaria alleni,VU
4841,Grallariidae,Antpittas,,Tachira Antpitta,Grallaria chthonia,CR
4842,Grallariidae,Antpittas,,Scaled Antpitta,Grallaria guatimalensis,LC
4843,Grallariidae,Antpittas,,Plain-backed Antpitta,Grallaria haplonota,LC
4844,Grallariidae,Antpittas,,Ochre-striped Antpitta,Grallaria dignissima,LC
4845,Grallariidae,Antpittas,,Elusive Antpitta,Grallaria eludens,LC
4846,Grallariidae,Antpittas,,Chestnut-crowned Antpitta,Grallaria ruficapilla,LC
4847,Grallariidae,Antpittas,,Watkins's Antpitta,Grallaria watkinsi,NT
4848,Grallariidae,Antpittas,,Santa Marta Antpitta,Grallaria bangsi,VU
4849,Grallariidae,Antpittas,,Cundinamarca Antpitta,Grallaria kaestneri,EN
4850,Grallariidae,Antpittas,,Stripe-headed Antpitta,Grallaria andicolus,LC
4851,Grallariidae,Antpittas,,Grey-naped Antpitta,Grallaria griseonucha,LC
4852,Grallariidae,Antpittas,,Bicolored Antpitta,Grallaria rufocinerea,VU
4853,Grallariidae,Antpittas,,Jocotoco Antpitta,Grallaria ridgelyi,EN
4854,Grallariidae,Antpittas,,Chestnut-naped Antpitta,Grallaria nuchalis,LC
4855,Grallariidae,Antpittas,,Pale-billed Antpitta,Grallaria carrikeri,LC
4856,Grallariidae,Antpittas,,White-throated Antpitta,Grallaria albigula,LC
4857,Grallariidae,Antpittas,,Yellow-breasted Antpitta,Grallaria flavotincta,LC
4858,Grallariidae,Antpittas,,White-bellied Antpitta,Grallaria hypoleuca,LC
4859,Grallariidae,Antpittas,,Rusty-tinged Antpitta,Grallaria przewalskii,VU
4860,Grallariidae,Antpittas,,Bay Antpitta,Grallaria capitalis,LC
4861,Grallariidae,Antpittas,,Red-and-white Antpitta,Grallaria erythroleuca,LC
4862,Grallariidae,Antpittas,,Perija Antpitta,Grallaria saltuensis,EN
4863,Grallariidae,Antpittas,,Rufous Antpitta,Grallaria rufula,LC
4864,Grallariidae,Antpittas,,Chestnut Antpitta,Grallaria blakei,NT
4865,Grallariidae,Antpittas,,Western Tawny Antpitta,Grallaria quitensis,LC
4866,Grallariidae,Antpittas,,Northern Tawny Antpitta,Grallaria alticola,LC
4867,Grallariidae,Antpittas,,Southern Tawny Antpitta,Grallaria atuensis,LC
4868,Grallariidae,Antpittas,,Urrao Antpitta,Grallaria fenwickorum,CR
4869,Grallariidae,Antpittas,,Brown-banded Antpitta,Grallaria milleri,VU
4870,Grallariidae,Antpittas,,Rufous-faced Antpitta,Grallaria erythrotis,LC
4871,Grallariidae,Antpittas,,Streak-chested Antpitta,Hylopezus perspicillatus,LC
4872,Grallariidae,Antpittas,,Spotted Antpitta,Hylopezus macularius,LC
4873,Grallariidae,Antpittas,,Masked Antpitta,Hylopezus auricularis,VU
4874,Grallariidae,Antpittas,,Thicket Antpitta,Hylopezus dives,LC
4875,Grallariidae,Antpittas,,White-lored Antpitta,Hylopezus fulviventris,LC
4876,Grallariidae,Antpittas,,Amazonian Antpitta,Hylopezus berlepschi,LC
4877,Grallariidae,Antpittas,,White-browed Antpitta,Hylopezus ochroleucus,NT
4878,Grallariidae,Antpittas,,Speckle-breasted Antpitta,Hylopezus nattereri,LC
4879,Grallariidae,Antpittas,,Thrush-like Antpitta,Myrmothera campanisona,LC
4880,Grallariidae,Antpittas,,Tepui Antpitta,Myrmothera simplex,LC
4881,Grallariidae,Antpittas,,Ochre-breasted Antpitta,Grallaricula flavirostris,NT
4882,Grallariidae,Antpittas,,Scallop-breasted Antpitta,Grallaricula loricata,NT
4883,Grallariidae,Antpittas,,Hooded Antpitta,Grallaricula cucullata,VU
4884,Grallariidae,Antpittas,,Peruvian Antpitta,Grallaricula peruviana,NT
4885,Grallariidae,Antpittas,,Ochre-fronted Antpitta,Grallaricula ochraceifrons,EN
4886,Grallariidae,Antpittas,,Rusty-breasted Antpitta,Grallaricula ferrugineipectus,LC
4887,Grallariidae,Antpittas,,Rufous-breasted Antpitta,Grallaricula leymebambae,LC
4888,Grallariidae,Antpittas,,Sucre Antpitta,Grallaricula cumanensis,VU
4889,Grallariidae,Antpittas,,Slate-crowned Antpitta,Grallaricula nana,LC
4890,Grallariidae,Antpittas,,Crescent-faced Antpitta,Grallaricula lineifrons,LC
4891,Rhinocryptidae,Tapaculos,Rhinocryptinae,Chestnut-throated Huet-huet,Pteroptochos castaneus,LC
4892,Rhinocryptidae,Tapaculos,Rhinocryptinae,Black-throated Huet-huet,Pteroptochos tarnii,LC
4893,Rhinocryptidae,Tapaculos,Rhinocryptinae,Moustached Turca,Pteroptochos megapodius,LC
4894,Rhinocryptidae,Tapaculos,Rhinocryptinae,White-throated Tapaculo,Scelorchilus albicollis,LC
4895,Rhinocryptidae,Tapaculos,Rhinocryptinae,Chucao Tapaculo,Scelorchilus rubecula,LC
4896,Rhinocryptidae,Tapaculos,Rhinocryptinae,Rusty-belted Tapaculo,Liosceles thoracicus,LC
4897,Rhinocryptidae,Tapaculos,Rhinocryptinae,Spotted Bamboowren,Psilorhamphus guttatus,LC
4898,Rhinocryptidae,Tapaculos,Rhinocryptinae,Ocellated Tapaculo,Acropternis orthonyx,LC
4899,Rhinocryptidae,Tapaculos,Rhinocryptinae,Crested Gallito,Rhinocrypta lanceolata,LC
4900,Rhinocryptidae,Tapaculos,Rhinocryptinae,Sandy Gallito,Teledromas fuscus,LC
4901,Rhinocryptidae,Tapaculos,Scytalopodinae,Bahia Tapaculo,Eleoscytalopus psychopompus,EN
4902,Rhinocryptidae,Tapaculos,Scytalopodinae,White-breasted Tapaculo,Eleoscytalopus indigoticus,LC
4903,Rhinocryptidae,Tapaculos,Scytalopodinae,Slaty Bristlefront,Merulaxis ater,LC
4904,Rhinocryptidae,Tapaculos,Scytalopodinae,Stresemann's Bristlefront,Merulaxis stresemanni,CR
4905,Rhinocryptidae,Tapaculos,Scytalopodinae,Ash-colored Tapaculo,Myornis senilis,LC
4906,Rhinocryptidae,Tapaculos,Scytalopodinae,Ochre-flanked Tapaculo,Eugralla paradoxa,LC
4907,Rhinocryptidae,Tapaculos,Scytalopodinae,Tatamá Tapaculo,Scytalopus alvarezlopezi,NT
4908,Rhinocryptidae,Tapaculos,Scytalopodinae,Blackish Tapaculo,Scytalopus latrans,LC
4909,Rhinocryptidae,Tapaculos,Scytalopodinae,Junin Tapaculo,Scytalopus gettyae,NT
4910,Rhinocryptidae,Tapaculos,Scytalopodinae,Unicolored Tapaculo,Scytalopus unicolor,NT
4911,Rhinocryptidae,Tapaculos,Scytalopodinae,Trilling Tapaculo,Scytalopus parvirostris,LC
4912,Rhinocryptidae,Tapaculos,Scytalopodinae,Rock Tapaculo,Scytalopus petrophilus,LC
4913,Rhinocryptidae,Tapaculos,Scytalopodinae,Diamantina Tapaculo,Scytalopus diamantinensis,EN
4914,Rhinocryptidae,Tapaculos,Scytalopodinae,Brasilia Tapaculo,Scytalopus novacapitalis,EN
4915,Rhinocryptidae,Tapaculos,Scytalopodinae,Planalto Tapaculo,Scytalopus pachecoi,LC
4916,Rhinocryptidae,Tapaculos,Scytalopodinae,Mouse-colored Tapaculo,Scytalopus speluncae,LC
4917,Rhinocryptidae,Tapaculos,Scytalopodinae,Boa Nova Tapaculo,Scytalopus gonzagai,EN
4918,Rhinocryptidae,Tapaculos,Scytalopodinae,Marsh Tapaculo,Scytalopus iraiensis,EN
4919,Rhinocryptidae,Tapaculos,Scytalopodinae,Large-footed Tapaculo,Scytalopus macropus,LC
4920,Rhinocryptidae,Tapaculos,Scytalopodinae,Santa Marta Tapaculo,Scytalopus sanctaemartae,NT
4921,Rhinocryptidae,Tapaculos,Scytalopodinae,Long-tailed Tapaculo,Scytalopus micropterus,LC
4922,Rhinocryptidae,Tapaculos,Scytalopodinae,Rufous-vented Tapaculo,Scytalopus femoralis,LC
4923,Rhinocryptidae,Tapaculos,Scytalopodinae,White-crowned Tapaculo,Scytalopus atratus,LC
4924,Rhinocryptidae,Tapaculos,Scytalopodinae,Bolivian Tapaculo,Scytalopus bolivianus,LC
4925,Rhinocryptidae,Tapaculos,Scytalopodinae,Silvery-fronted Tapaculo,Scytalopus argentifrons,LC
4926,Rhinocryptidae,Tapaculos,Scytalopodinae,Tacarcuna Tapaculo,Scytalopus panamensis,NT
4927,Rhinocryptidae,Tapaculos,Scytalopodinae,Choco Tapaculo,Scytalopus chocoensis,LC
4928,Rhinocryptidae,Tapaculos,Scytalopodinae,Magdalena Tapaculo,Scytalopus rodriguezi,EN
4929,Rhinocryptidae,Tapaculos,Scytalopodinae,Stiles's Tapaculo,Scytalopus stilesi,LC
4930,Rhinocryptidae,Tapaculos,Scytalopodinae,Ecuadorian Tapaculo,Scytalopus robbinsi,EN
4931,Rhinocryptidae,Tapaculos,Scytalopodinae,Narino Tapaculo,Scytalopus vicinior,LC
4932,Rhinocryptidae,Tapaculos,Scytalopodinae,Brown-rumped Tapaculo,Scytalopus latebricola,NT
4933,Rhinocryptidae,Tapaculos,Scytalopodinae,Merida Tapaculo,Scytalopus meridanus,LC
4934,Rhinocryptidae,Tapaculos,Scytalopodinae,Perija Tapaculo,Scytalopus perijanus,NT
4935,Rhinocryptidae,Tapaculos,Scytalopodinae,Caracas Tapaculo,Scytalopus caracae,LC
4936,Rhinocryptidae,Tapaculos,Scytalopodinae,Spillmann's Tapaculo,Scytalopus spillmanni,LC
4937,Rhinocryptidae,Tapaculos,Scytalopodinae,Chusquea Tapaculo,Scytalopus parkeri,LC
4938,Rhinocryptidae,Tapaculos,Scytalopodinae,Magellanic Tapaculo,Scytalopus magellanicus,LC
4939,Rhinocryptidae,Tapaculos,Scytalopodinae,Pale-bellied Tapaculo,Scytalopus griseicollis,LC
4940,Rhinocryptidae,Tapaculos,Scytalopodinae,Neblina Tapaculo,Scytalopus altirostris,LC
4941,Rhinocryptidae,Tapaculos,Scytalopodinae,Ancash Tapaculo,Scytalopus affinis,LC
4942,Rhinocryptidae,Tapaculos,Scytalopodinae,Vilcabamba Tapaculo,Scytalopus urubambae,LC
4943,Rhinocryptidae,Tapaculos,Scytalopodinae,Puna Tapaculo,Scytalopus simonsi,LC
4944,Rhinocryptidae,Tapaculos,Scytalopodinae,Zimmer's Tapaculo,Scytalopus zimmeri,LC
4945,Rhinocryptidae,Tapaculos,Scytalopodinae,Tschudi's Tapaculo,Scytalopus acutirostris,LC
4946,Rhinocryptidae,Tapaculos,Scytalopodinae,White-browed Tapaculo,Scytalopus superciliaris,LC
4947,Rhinocryptidae,Tapaculos,Scytalopodinae,Dusky Tapaculo,Scytalopus fuscus,LC
4948,Rhinocryptidae,Tapaculos,Scytalopodinae,Paramo Tapaculo,Scytalopus opacus,LC
4949,Rhinocryptidae,Tapaculos,Scytalopodinae,Paramillo Tapaculo,Scytalopus canus,NT
4950,Rhinocryptidae,Tapaculos,Scytalopodinae,Diademed Tapaculo,Scytalopus schulenbergi,LC
4951,Formicariidae,Ground-antbirds,,Rufous-capped Antthrush,Formicarius colma,LC
4952,Formicariidae,Ground-antbirds,,Mayan Antthrush,Formicarius moniliger,LC
4953,Formicariidae,Ground-antbirds,,Black-faced Antthrush,Formicarius analis,LC
4954,Formicariidae,Ground-antbirds,,Rufous-fronted Antthrush,Formicarius rufifrons,NT
4955,Formicariidae,Ground-antbirds,,Black-headed Antthrush,Formicarius nigricapillus,LC
4956,Formicariidae,Ground-antbirds,,Rufous-breasted Antthrush,Formicarius rufipectus,LC
4957,Formicariidae,Ground-antbirds,,Short-tailed Antthrush,Chamaeza campanisona,LC
4958,Formicariidae,Ground-antbirds,,Striated Antthrush,Chamaeza nobilis,LC
4959,Formicariidae,Ground-antbirds,,Cryptic Antthrush,Chamaeza meruloides,LC
4960,Formicariidae,Ground-antbirds,,Scalloped Antthrush,Chamaeza turdina,LC
4961,Formicariidae,Ground-antbirds,,Rufous-tailed Antthrush,Chamaeza ruficauda,LC
4962,Formicariidae,Ground-antbirds,,Barred Antthrush,Chamaeza mollissima,LC
4963,Furnariidae,Ovenbirds,Sclerurinae,Tawny-throated Leaftosser,Sclerurus mexicanus,LC
4964,Furnariidae,Ovenbirds,Sclerurinae,Short-billed Leaftosser,Sclerurus rufigularis,LC
4965,Furnariidae,Ovenbirds,Sclerurinae,Scaly-throated Leaftosser,Sclerurus guatemalensis,LC
4966,Furnariidae,Ovenbirds,Sclerurinae,Black-tailed Leaftosser,Sclerurus caudacutus,LC
4967,Furnariidae,Ovenbirds,Sclerurinae,Grey-throated Leaftosser,Sclerurus albigularis,NT
4968,Furnariidae,Ovenbirds,Sclerurinae,Rufous-breasted Leaftosser,Sclerurus scansor,LC
4969,Furnariidae,Ovenbirds,Sclerurinae,Ceara Leaftosser,Sclerurus cearensis,VU
4970,Furnariidae,Ovenbirds,Sclerurinae,Coastal Miner,Geositta peruviana,LC
4971,Furnariidae,Ovenbirds,Sclerurinae,Slender-billed Miner,Geositta tenuirostris,LC
4972,Furnariidae,Ovenbirds,Sclerurinae,Common Miner,Geositta cunicularia,LC
4973,Furnariidae,Ovenbirds,Sclerurinae,Puna Miner,Geositta punensis,LC
4974,Furnariidae,Ovenbirds,Sclerurinae,Campo Miner,Geositta poeciloptera,VU
4975,Furnariidae,Ovenbirds,Sclerurinae,Thick-billed Miner,Geositta crassirostris,LC
4976,Furnariidae,Ovenbirds,Sclerurinae,Rufous-banded Miner,Geositta rufipennis,LC
4977,Furnariidae,Ovenbirds,Sclerurinae,Greyish Miner,Geositta maritima,LC
4978,Furnariidae,Ovenbirds,Sclerurinae,Short-billed Miner,Geositta antarctica,LC
4979,Furnariidae,Ovenbirds,Sclerurinae,Dark-winged Miner,Geositta saxicolina,LC
4980,Furnariidae,Ovenbirds,Sclerurinae,Creamy-rumped Miner,Geositta isabellina,LC
4981,Furnariidae,Ovenbirds,Dendrocolaptinae,Spot-throated Woodcreeper,Certhiasomus stictolaemus,LC
4982,Furnariidae,Ovenbirds,Dendrocolaptinae,Little Long-tailed Woodcreeper,Deconychura typica,LC
4983,Furnariidae,Ovenbirds,Dendrocolaptinae,Northern Long-tailed Woodcreeper,Deconychura longicauda,LC
4984,Furnariidae,Ovenbirds,Dendrocolaptinae,Southern Long-tailed Woodcreeper,Deconychura pallida,NT
4985,Furnariidae,Ovenbirds,Dendrocolaptinae,Western Olivaceous Woodcreeper,Sittasomus griseus,LC
4986,Furnariidae,Ovenbirds,Dendrocolaptinae,Eastern Olivaceous Woodcreeper,Sittasomus griseicapillus,LC
4987,Furnariidae,Ovenbirds,Dendrocolaptinae,Tyrannine Woodcreeper,Dendrocincla tyrannina,LC
4988,Furnariidae,Ovenbirds,Dendrocolaptinae,White-chinned Woodcreeper,Dendrocincla merula,LC
4989,Furnariidae,Ovenbirds,Dendrocolaptinae,Ruddy Woodcreeper,Dendrocincla homochroa,LC
