,Family name,Family,Subfamily,Common name,Scientific name,2022 IUCN Red List category
10764,Thraupidae,Tanagers,Thraupinae,Great Pampa-finch,Embernagra platensis,LC
10765,Thraupidae,Tanagers,Thraupinae,Pale-throated Pampa-finch,Embernagra longicauda,LC
10766,Thraupidae,Tanagers,Thraupinae,Lesser Grass-finch,Emberizoides ypiranganus,LC
10767,Thraupidae,Tanagers,Thraupinae,Wedge-tailed Grass-finch,Emberizoides herbicola,LC
10768,Thraupidae,Tanagers,Thraupinae,Duida Grass-finch,Emberizoides duidae,DD
10769,Thraupidae,Tanagers,Thraupinae,Great Inca-finch,Incaspiza pulchra,LC
10770,Thraupidae,Tanagers,Thraupinae,Rufous-backed Inca-finch,Incaspiza personata,LC
10771,Thraupidae,Tanagers,Thraupinae,Grey-winged Inca-finch,Incaspiza ortizi,LC
10772,Thraupidae,Tanagers,Thraupinae,Buff-bridled Inca-finch,Incaspiza laeta,LC
10773,Thraupidae,Tanagers,Thraupinae,Little Inca-finch,Incaspiza watkinsi,VU
10774,Thraupidae,Tanagers,Thraupinae,Mourning Sierra-finch,Rhopospina fruticeti,LC
10775,Thraupidae,Tanagers,Thraupinae,Blue Finch,Porphyrospiza caerulescens,NT
10776,Thraupidae,Tanagers,Thraupinae,Band-tailed Sierra-finch,Corydospiza alaudina,LC
10777,Thraupidae,Tanagers,Thraupinae,Carbon Sierra-finch,Corydospiza carbonaria,LC
10778,Thraupidae,Tanagers,Thraupinae,Green Honeycreeper,Chlorophanes spiza,LC
10779,Thraupidae,Tanagers,Thraupinae,Golden-collared Honeycreeper,Iridophanes pulcherrimus,LC
10780,Thraupidae,Tanagers,Thraupinae,Scarlet-and-white Tanager,Chrysothlypis salmoni,LC
10781,Thraupidae,Tanagers,Thraupinae,Black-and-yellow Tanager,Chrysothlypis chrysomelas,LC
10782,Thraupidae,Tanagers,Thraupinae,Sulphur-rumped Tanager,Heterospingus rubrifrons,LC
10783,Thraupidae,Tanagers,Thraupinae,Scarlet-browed Tanager,Heterospingus xanthopygius,LC
10784,Thraupidae,Tanagers,Thraupinae,Yellow-backed Tanager,Hemithraupis flavicollis,LC
10785,Thraupidae,Tanagers,Thraupinae,Guira Tanager,Hemithraupis guira,LC
10786,Thraupidae,Tanagers,Thraupinae,Rufous-headed Tanager,Hemithraupis ruficapilla,LC
10787,Thraupidae,Tanagers,Thraupinae,Swallow Tanager,Tersina viridis,LC
10788,Thraupidae,Tanagers,Dacninae,Purple Honeycreeper,Cyanerpes caeruleus,LC
10789,Thraupidae,Tanagers,Dacninae,Red-legged Honeycreeper,Cyanerpes cyaneus,LC
10790,Thraupidae,Tanagers,Dacninae,Short-billed Honeycreeper,Cyanerpes nitidus,LC
10791,Thraupidae,Tanagers,Dacninae,Shining Honeycreeper,Cyanerpes lucidus,LC
10792,Thraupidae,Tanagers,Dacninae,Scarlet-breasted Dacnis,Dacnis berlepschi,VU
10793,Thraupidae,Tanagers,Dacninae,Scarlet-thighed Dacnis,Dacnis venusta,LC
10794,Thraupidae,Tanagers,Dacninae,Blue Dacnis,Dacnis cayana,LC
10795,Thraupidae,Tanagers,Dacninae,Yellow-bellied Dacnis,Dacnis flaviventer,LC
10796,Thraupidae,Tanagers,Dacninae,Turquoise Dacnis,Dacnis hartlaubi,VU
10797,Thraupidae,Tanagers,Dacninae,Yellow-tufted Dacnis,Dacnis egregia,LC
10798,Thraupidae,Tanagers,Dacninae,Black-faced Dacnis,Dacnis lineata,LC
10799,Thraupidae,Tanagers,Dacninae,Viridian Dacnis,Dacnis viguieri,LC
10800,Thraupidae,Tanagers,Dacninae,Black-legged Dacnis,Dacnis nigripes,NT
10801,Thraupidae,Tanagers,Dacninae,White-bellied Dacnis,Dacnis albiventris,LC
10802,Thraupidae,Tanagers,Saltatorinae,Many-colored Chaco Finch,Saltator multicolor,LC
10803,Thraupidae,Tanagers,Saltatorinae,Black-throated Saltator,Saltator atricollis,LC
10804,Thraupidae,Tanagers,Saltatorinae,Orinocan Saltator,Saltator orenocensis,LC
10805,Thraupidae,Tanagers,Saltatorinae,Green-winged Saltator,Saltator similis,LC
10806,Thraupidae,Tanagers,Saltatorinae,Northern Grey Saltator,Saltator grandis,LC
10807,Thraupidae,Tanagers,Saltatorinae,Caribbean Grey Saltator,Saltator olivascens,LC
10808,Thraupidae,Tanagers,Saltatorinae,Amazonian Grey Saltator,Saltator coerulescens,LC
10809,Thraupidae,Tanagers,Saltatorinae,Streaked Saltator,Saltator striatipectus,LC
10810,Thraupidae,Tanagers,Saltatorinae,Lesser Antillean Saltator,Saltator albicollis,LC
10811,Thraupidae,Tanagers,Saltatorinae,Buff-throated Saltator,Saltator maximus,LC
10812,Thraupidae,Tanagers,Saltatorinae,Black-winged Saltator,Saltator atripennis,LC
10813,Thraupidae,Tanagers,Saltatorinae,Black-headed Saltator,Saltator atriceps,LC
10814,Thraupidae,Tanagers,Saltatorinae,Black-cowled Saltator,Saltator nigriceps,LC
10815,Thraupidae,Tanagers,Saltatorinae,Black-throated Grosbeak,Saltator fuliginosus,LC
10816,Thraupidae,Tanagers,Saltatorinae,Slate-colored Grosbeak,Saltator grossus,LC
10817,Thraupidae,Tanagers,Saltatorinae,Masked Saltator,Saltator cinctus,LC
10818,Thraupidae,Tanagers,Saltatorinae,Thick-billed Saltator,Saltator maxillosus,LC
10819,Thraupidae,Tanagers,Saltatorinae,Golden-billed Saltator,Saltator aurantiirostris,LC
10820,Thraupidae,Tanagers,Coerebinae,Bananaquit,Coereba flaveola,LC
10821,Thraupidae,Tanagers,Coerebinae,Yellow-faced Grassquit,Tiaris olivaceus,LC
10822,Thraupidae,Tanagers,Coerebinae,Orangequit,Euneornis campestris,LC
10823,Thraupidae,Tanagers,Coerebinae,Puerto Rican Bullfinch,Pyrrhulagra portoricensis,LC
10824,Thraupidae,Tanagers,Coerebinae,Greater Antillean Bullfinch,Pyrrhulagra violacea,LC
10825,Thraupidae,Tanagers,Coerebinae,Cuban Bullfinch,Pyrrhulagra nigra,NT
10826,Thraupidae,Tanagers,Coerebinae,Grand Cayman Bullfinch,Pyrrhulagra taylori,NT
10827,Thraupidae,Tanagers,Coerebinae,Yellow-shouldered Grassquit,Loxipasser anoxanthus,LC
10828,Thraupidae,Tanagers,Coerebinae,Cuban Grassquit,Phonipara canora,LC
10829,Thraupidae,Tanagers,Coerebinae,Barbados Bullfinch,Loxigilla barbadensis,LC
10830,Thraupidae,Tanagers,Coerebinae,Lesser Antillean Bullfinch,Loxigilla noctis,LC
10831,Thraupidae,Tanagers,Coerebinae,St Lucia Black Finch,Melanospiza richardsoni,EN
10832,Thraupidae,Tanagers,Coerebinae,Black-faced Grassquit,Melanospiza bicolor,LC
10833,Thraupidae,Tanagers,Coerebinae,Sooty Grassquit,Asemospiza fuliginosa,LC
10834,Thraupidae,Tanagers,Coerebinae,Dull-colored Grassquit,Asemospiza obscura,LC
10835,Thraupidae,Tanagers,Coerebinae,Grey Warbler-finch,Certhidea fusca,LC
10836,Thraupidae,Tanagers,Coerebinae,Green Warbler-finch,Certhidea olivacea,VU
10837,Thraupidae,Tanagers,Coerebinae,Vegetarian Finch,Platyspiza crassirostris,LC
10838,Thraupidae,Tanagers,Coerebinae,Cocos Finch,Pinaroloxias inornata,LC
10839,Thraupidae,Tanagers,Coerebinae,Sharp-beaked Ground-finch,Geospiza difficilis,LC
10840,Thraupidae,Tanagers,Coerebinae,Large Tree-finch,Geospiza psittacula,VU
10841,Thraupidae,Tanagers,Coerebinae,Medium Tree-finch,Geospiza pauper,CR
10842,Thraupidae,Tanagers,Coerebinae,Small Tree-finch,Geospiza parvula,LC
10843,Thraupidae,Tanagers,Coerebinae,Mangrove Finch,Geospiza heliobates,CR
10844,Thraupidae,Tanagers,Coerebinae,Woodpecker Finch,Geospiza pallida,NT
10845,Thraupidae,Tanagers,Coerebinae,Vampire Ground-finch,Geospiza septentrionalis,VU
10846,Thraupidae,Tanagers,Coerebinae,Small Ground-finch,Geospiza fuliginosa,LC
10847,Thraupidae,Tanagers,Coerebinae,Medium Ground-finch,Geospiza fortis,LC
10848,Thraupidae,Tanagers,Coerebinae,Genovesa Ground-finch,Geospiza acutirostris,VU
10849,Thraupidae,Tanagers,Coerebinae,Large Ground-finch,Geospiza magnirostris,LC
10850,Thraupidae,Tanagers,Coerebinae,Espanola Cactus-finch,Geospiza conirostris,VU
10851,Thraupidae,Tanagers,Coerebinae,Common Cactus-finch,Geospiza scandens,LC
10852,Thraupidae,Tanagers,Coerebinae,Genovesa Cactus-finch,Geospiza propinqua,VU
10853,Thraupidae,Tanagers,Tachyphoninae,Blue-black Grassquit,Volatinia jacarina,LC
10854,Thraupidae,Tanagers,Tachyphoninae,Black-and-white Tanager,Conothraupis speculigera,LC
10855,Thraupidae,Tanagers,Tachyphoninae,Cone-billed Tanager,Conothraupis mesoleuca,EN
10856,Thraupidae,Tanagers,Tachyphoninae,Slaty Tanager,Creurgops dentatus,LC
10857,Thraupidae,Tanagers,Tachyphoninae,Rufous-crested Tanager,Creurgops verticalis,LC
10858,Thraupidae,Tanagers,Tachyphoninae,Grey-headed Tanager,Eucometis penicillata,LC
10859,Thraupidae,Tanagers,Tachyphoninae,Black-goggled Tanager,Trichothraupis melanops,LC
10860,Thraupidae,Tanagers,Tachyphoninae,Flame-crested Tanager,Islerothraupis cristata,LC
10861,Thraupidae,Tanagers,Tachyphoninae,White-shouldered Tanager,Islerothraupis luctuosa,LC
10862,Thraupidae,Tanagers,Tachyphoninae,Yellow-crested Tanager,Islerothraupis rufiventer,LC
10863,Thraupidae,Tanagers,Tachyphoninae,Pileated Finch,Coryphospingus pileatus,LC
10864,Thraupidae,Tanagers,Tachyphoninae,Red-crested Finch,Coryphospingus cucullatus,LC
10865,Thraupidae,Tanagers,Tachyphoninae,Fulvous-crested Tanager,Maschalethraupis surinama,LC
10866,Thraupidae,Tanagers,Tachyphoninae,Crimson-breasted Finch,Rhodospingus cruentus,LC
10867,Thraupidae,Tanagers,Tachyphoninae,Tawny-crested Tanager,Chrysocorypha delatrii,LC
10868,Thraupidae,Tanagers,Tachyphoninae,White-winged Shrike-tanager,Lanio versicolor,LC
10869,Thraupidae,Tanagers,Tachyphoninae,Fulvous Shrike-tanager,Lanio fulvus,LC
10870,Thraupidae,Tanagers,Tachyphoninae,Black-throated Shrike-tanager,Lanio aurantius,LC
10871,Thraupidae,Tanagers,Tachyphoninae,White-throated Shrike-tanager,Lanio leucothorax,NT
10872,Thraupidae,Tanagers,Tachyphoninae,Red-shouldered Tanager,Tachyphonus phoenicius,LC
10873,Thraupidae,Tanagers,Tachyphoninae,White-lined Tanager,Tachyphonus rufus,LC
10874,Thraupidae,Tanagers,Tachyphoninae,Ruby-crowned Tanager,Tachyphonus coronatus,LC
10875,Thraupidae,Tanagers,Tachyphoninae,Crimson-collared Tanager,Ramphocelus sanguinolentus,LC
10876,Thraupidae,Tanagers,Tachyphoninae,Masked Crimson Tanager,Ramphocelus nigrogularis,LC
10877,Thraupidae,Tanagers,Tachyphoninae,Crimson-backed Tanager,Ramphocelus dimidiatus,LC
10878,Thraupidae,Tanagers,Tachyphoninae,Huallaga Tanager,Ramphocelus melanogaster,LC
10879,Thraupidae,Tanagers,Tachyphoninae,Silver-beaked Tanager,Ramphocelus carbo,LC
10880,Thraupidae,Tanagers,Tachyphoninae,Brazilian Tanager,Ramphocelus bresilius,LC
10881,Thraupidae,Tanagers,Tachyphoninae,Scarlet-rumped Tanager,Ramphocelus passerinii,LC
10882,Thraupidae,Tanagers,Tachyphoninae,Cherrie's Tanager,Ramphocelus costaricensis,LC
10883,Thraupidae,Tanagers,Tachyphoninae,Flame-rumped Tanager,Ramphocelus flammigerus,LC
10884,Thraupidae,Tanagers,Tachyphoninae,Lemon-rumped Tanager,Ramphocelus icteronotus,LC
10885,Thraupidae,Tanagers,Sporophilinae,Lesson's Seedeater,Sporophila bouvronides,LC
10886,Thraupidae,Tanagers,Sporophilinae,Lined Seedeater,Sporophila lineola,LC
10887,Thraupidae,Tanagers,Sporophilinae,Cinnamon-rumped Seedeater,Sporophila torqueola,LC
10888,Thraupidae,Tanagers,Sporophilinae,White-collared Seedeater,Sporophila morelleti,LC
10889,Thraupidae,Tanagers,Sporophilinae,Black Seedeater,Sporophila corvina,LC
10890,Thraupidae,Tanagers,Sporophilinae,Black-breasted Seedeater,Sporophila ophthalmica,LC
10891,Thraupidae,Tanagers,Sporophilinae,Grey Seedeater,Sporophila intermedia,LC
10892,Thraupidae,Tanagers,Sporophilinae,Wing-barred Seedeater,Sporophila americana,LC
10893,Thraupidae,Tanagers,Sporophilinae,Caqueta Seedeater,Sporophila murallae,LC
10894,Thraupidae,Tanagers,Sporophilinae,White-naped Seedeater,Sporophila fringilloides,LC
10895,Thraupidae,Tanagers,Sporophilinae,Black-and-white Seedeater,Sporophila luctuosa,LC
10896,Thraupidae,Tanagers,Sporophilinae,Double-collared Seedeater,Sporophila caerulescens,LC
10897,Thraupidae,Tanagers,Sporophilinae,Yellow-bellied Seedeater,Sporophila nigricollis,LC
10898,Thraupidae,Tanagers,Sporophilinae,Dubois's Seedeater,Sporophila ardesiaca,LC
10899,Thraupidae,Tanagers,Sporophilinae,Thick-billed Seed-finch,Sporophila funerea,LC
10900,Thraupidae,Tanagers,Sporophilinae,Chestnut-bellied Seed-Finch,Sporophila angolensis,LC
10901,Thraupidae,Tanagers,Sporophilinae,Nicaraguan Seed-finch,Sporophila nuttingi,LC
10902,Thraupidae,Tanagers,Sporophilinae,Great-billed Seed-finch,Sporophila maximiliani,EN
10903,Thraupidae,Tanagers,Sporophilinae,Large-billed Seed-finch,Sporophila crassirostris,LC
10904,Thraupidae,Tanagers,Sporophilinae,Black-billed Seed-finch,Sporophila atrirostris,LC
10905,Thraupidae,Tanagers,Sporophilinae,Slate-colored Seedeater,Sporophila schistacea,LC
10906,Thraupidae,Tanagers,Sporophilinae,Temminck's Seedeater,Sporophila falcirostris,VU
10907,Thraupidae,Tanagers,Sporophilinae,Buffy-fronted Seedeater,Sporophila frontalis,VU
10908,Thraupidae,Tanagers,Sporophilinae,Plumbeous Seedeater,Sporophila plumbea,LC
10909,Thraupidae,Tanagers,Sporophilinae,Tropeiro Seedeater,Sporophila beltoni,VU
10910,Thraupidae,Tanagers,Sporophilinae,Rusty-collared Seedeater,Sporophila collaris,LC
10911,Thraupidae,Tanagers,Sporophilinae,White-throated Seedeater,Sporophila albogularis,LC
10912,Thraupidae,Tanagers,Sporophilinae,White-bellied Seedeater,Sporophila leucoptera,LC
10913,Thraupidae,Tanagers,Sporophilinae,Parrot-billed Seedeater,Sporophila peruviana,LC
10914,Thraupidae,Tanagers,Sporophilinae,Chestnut-throated Seedeater,Sporophila telasco,LC
10915,Thraupidae,Tanagers,Sporophilinae,Drab Seedeater,Sporophila simplex,LC
10916,Thraupidae,Tanagers,Sporophilinae,Chestnut-bellied Seedeater,Sporophila castaneiventris,LC
10917,Thraupidae,Tanagers,Sporophilinae,Ruddy-breasted Seedeater,Sporophila minuta,LC
10918,Thraupidae,Tanagers,Sporophilinae,Copper Seedeater,Sporophila bouvreuil,LC
10919,Thraupidae,Tanagers,Sporophilinae,Black-and-tawny Seedeater,Sporophila nigrorufa,VU
10920,Thraupidae,Tanagers,Sporophilinae,Tawny-bellied Seedeater,Sporophila hypoxantha,LC
10921,Thraupidae,Tanagers,Sporophilinae,Dark-throated Seedeater,Sporophila ruficollis,NT
10922,Thraupidae,Tanagers,Sporophilinae,Ibera Seedeater,Sporophila iberaensis,EN
10923,Thraupidae,Tanagers,Sporophilinae,Pearly-bellied Seedeater,Sporophila pileata,LC
10924,Thraupidae,Tanagers,Sporophilinae,Rufous-rumped Seedeater,Sporophila hypochroma,NT
10925,Thraupidae,Tanagers,Sporophilinae,Chestnut Seedeater,Sporophila cinnamomea,VU
10926,Thraupidae,Tanagers,Sporophilinae,Marsh Seedeater,Sporophila palustris,EN
10927,Thraupidae,Tanagers,Sporophilinae,Black-bellied Seedeater,Sporophila melanogaster,NT
10928,Thraupidae,Tanagers,Poospizinae,Cinereous Finch,Piezorina cinerea,LC
10929,Thraupidae,Tanagers,Poospizinae,Slender-billed Finch,Xenospingus concolor,NT
10930,Thraupidae,Tanagers,Poospizinae,Grey-hooded Tanager,Cnemoscopus rubrirostris,LC
10931,Thraupidae,Tanagers,Poospizinae,Golden-bellied Tanager,Cnemoscopus chrysogaster,LC
10932,Thraupidae,Tanagers,Poospizinae,Black-headed Hemispingus,Pseudospingus verticalis,LC
10933,Thraupidae,Tanagers,Poospizinae,Drab Hemispingus,Pseudospingus xanthophthalmus,LC
10934,Thraupidae,Tanagers,Poospizinae,Bolivian Warbling-finch,Poospiza boliviana,LC
10935,Thraupidae,Tanagers,Poospizinae,Cinnamon Warbling-finch,Poospiza ornata,LC
10936,Thraupidae,Tanagers,Poospizinae,Black-and-chestnut Warbling-finch,Poospiza whitii,LC
10937,Thraupidae,Tanagers,Poospizinae,Black-and-rufous Warbling-finch,Poospiza nigrorufa,LC
10938,Thraupidae,Tanagers,Poospizinae,Collared Warbling-finch,Poospiza hispaniolensis,LC
10939,Thraupidae,Tanagers,Poospizinae,Rufous-breasted Warbling-finch,Poospiza rubecula,EN
10940,Thraupidae,Tanagers,Poospizinae,Tucuman Mountain-finch,Poospiza baeri,VU
10941,Thraupidae,Tanagers,Poospizinae,Cochabamba Mountain-finch,Poospiza garleppi,NT
10942,Thraupidae,Tanagers,Poospizinae,Slaty-backed Hemispingus,Poospiza goeringi,NT
10943,Thraupidae,Tanagers,Poospizinae,Rufous-browed Hemispingus,Poospiza rufosuperciliaris,LC
10944,Thraupidae,Tanagers,Poospizinae,Grey-capped Hemispingus,Kleinothraupis reyi,NT
10945,Thraupidae,Tanagers,Poospizinae,Black-capped Hemispingus,Kleinothraupis atropileus,LC
10946,Thraupidae,Tanagers,Poospizinae,White-browed Hemispingus,Kleinothraupis auricularis,LC
10947,Thraupidae,Tanagers,Poospizinae,Orange-browed Hemispingus,Kleinothraupis calophrys,LC
10948,Thraupidae,Tanagers,Poospizinae,Parodi's Hemispingus,Kleinothraupis parodii,NT
10949,Thraupidae,Tanagers,Poospizinae,Oleaginous Hemispingus,Sphenopsis frontalis,LC
10950,Thraupidae,Tanagers,Poospizinae,Western Hemispingus,Sphenopsis ochracea,LC
10951,Thraupidae,Tanagers,Poospizinae,Piura Hemispingus,Sphenopsis piurae,LC
10952,Thraupidae,Tanagers,Poospizinae,Black-eared Hemispingus,Sphenopsis melanotis,LC
10953,Thraupidae,Tanagers,Poospizinae,Fulvous-headed Tanager,Thlypopsis fulviceps,LC
10954,Thraupidae,Tanagers,Poospizinae,Buff-bellied Tanager,Thlypopsis inornata,LC
10955,Thraupidae,Tanagers,Poospizinae,Orange-headed Tanager,Thlypopsis sordida,LC
10956,Thraupidae,Tanagers,Poospizinae,Chestnut-headed Tanager,Thlypopsis pyrrhocoma,LC
10957,Thraupidae,Tanagers,Poospizinae,Rust-and-yellow Tanager,Thlypopsis ruficeps,LC
10958,Thraupidae,Tanagers,Poospizinae,Eyebrowed Hemispingus,Thlypopsis superciliaris,LC
10959,Thraupidae,Tanagers,Poospizinae,Rufous-chested Tanager,Thlypopsis ornata,LC
10960,Thraupidae,Tanagers,Poospizinae,Brown-flanked Tanager,Thlypopsis pectoralis,LC
10961,Thraupidae,Tanagers,Poospizinae,Bay-chested Warbling-finch,Castanozoster thoracicus,LC
10962,Thraupidae,Tanagers,Poospizinae,Long-tailed Reed-finch,Donacospiza albifrons,LC
10963,Thraupidae,Tanagers,Poospizinae,White-rumped Tanager,Cypsnagra hirundinacea,LC
10964,Thraupidae,Tanagers,Poospizinae,Rufous-sided Warbling-finch,Poospizopsis hypocondria,LC
10965,Thraupidae,Tanagers,Poospizinae,Chestnut-breasted Mountain-finch,Poospizopsis caesar,LC
10966,Thraupidae,Tanagers,Poospizinae,Stolzmann's Tanager,Urothraupis stolzmanni,LC
10967,Thraupidae,Tanagers,Poospizinae,Pardusco,Nephelornis oneilli,LC
10968,Thraupidae,Tanagers,Poospizinae,Buff-breasted Warbling-finch,Microspingus lateralis,LC
10969,Thraupidae,Tanagers,Poospizinae,Grey-breasted Warbling-finch,Microspingus cabanisi,LC
10970,Thraupidae,Tanagers,Poospizinae,Rusty-browed Warbling-finch,Microspingus erythrophrys,LC
10971,Thraupidae,Tanagers,Poospizinae,Plain-tailed Warbling-finch,Microspingus alticola,EN
10972,Thraupidae,Tanagers,Poospizinae,Ringed Warbling-finch,Microspingus torquatus,LC
10973,Thraupidae,Tanagers,Poospizinae,Black-breasted Warbling-finch,Microspingus pectoralis,LC
10974,Thraupidae,Tanagers,Poospizinae,Three-striped Hemispingus,Microspingus trifasciatus,LC
