Family,Common name,Scientific name,2018 IUCN Red List category
"Pheasants, partridges, turkeys, grouse",Black-billed Capercaillie,Tetrao urogalloides,LC
"Pheasants, partridges, turkeys, grouse",Black Grouse,Lyrurus tetrix,LC
"Pheasants, partridges, turkeys, grouse",Caucasian Grouse,Lyrurus mlokosiewiczi,NT
"Pheasants, partridges, turkeys, grouse",Sage Grouse,Centrocercus urophasianus,NT
"Pheasants, partridges, turkeys, grouse",Gunnison Grouse,Centrocercus minimus,EN
"Pheasants, partridges, turkeys, grouse",Sharp-tailed Grouse,Tympanuchus phasianellus,LC
"Pheasants, partridges, turkeys, grouse",Greater Prairie-chicken,Tympanuchus cupido,VU
"Pheasants, partridges, turkeys, grouse",Lesser Prairie-chicken,Tympanuchus pallidicinctus,VU
Screamers,Horned Screamer,Anhima cornuta,LC
Screamers,Northern Screamer,Chauna chavaria,NT
Screamers,Southern Screamer,Chauna torquata,LC
Magpie Goose,Magpie Goose,Anseranas semipalmata,LC
"Ducks, geese, swans",White-faced Whistling-duck,Dendrocygna viduata,LC
"Ducks, geese, swans",Black-bellied Whistling-duck,Dendrocygna autumnalis,LC
"Ducks, geese, swans",Spotted Whistling-duck,Dendrocygna guttata,LC
"Ducks, geese, swans",West Indian Whistling-duck,Dendrocygna arborea,VU
"Ducks, geese, swans",Fulvous Whistling-duck,Dendrocygna bicolor,LC
"Ducks, geese, swans",Plumed Whistling-duck,Dendrocygna eytoni,LC
"Ducks, geese, swans",Wandering Whistling-duck,Dendrocygna arcuata,LC
"Ducks, geese, swans",Lesser Whistling-duck,Dendrocygna javanica,LC
"Ducks, geese, swans",White-backed Duck,Thalassornis leuconotus,LC
"Ducks, geese, swans",Black-headed Duck,Heteronetta atricapilla,LC
"Ducks, geese, swans",Masked Duck,Nomonyx dominicus,LC
"Ducks, geese, swans",Ruddy Duck,Oxyura jamaicensis,LC
"Ducks, geese, swans",Andean Duck,Oxyura ferruginea,LC
"Ducks, geese, swans",Lake Duck,Oxyura vittata,LC
"Ducks, geese, swans",Blue-billed Duck,Oxyura australis,NT
"Ducks, geese, swans",Maccoa Duck,Oxyura maccoa,VU
"Ducks, geese, swans",White-headed Duck,Oxyura leucocephala,EN
"Ducks, geese, swans",Musk Duck,Biziura lobata,LC
"Ducks, geese, swans",Pink-eared Duck,Malacorhynchus membranaceus,LC
"Ducks, geese, swans",Freckled Duck,Stictonetta naevosa,LC
"Ducks, geese, swans",Cape Barren Goose,Cereopsis novaehollandiae,LC
"Ducks, geese, swans",Coscoroba Swan,Coscoroba coscoroba,LC
"Ducks, geese, swans",Black-necked Swan,Cygnus melancoryphus,LC
"Ducks, geese, swans",Black Swan,Cygnus atratus,LC
"Ducks, geese, swans",Mute Swan,Cygnus olor,LC
"Ducks, geese, swans",Trumpeter Swan,Cygnus buccinator,LC
"Ducks, geese, swans",Whooper Swan,Cygnus cygnus,LC
"Ducks, geese, swans",Tundra Swan,Cygnus columbianus,LC
"Ducks, geese, swans",Brent Goose,Branta bernicla,LC
"Ducks, geese, swans",Barnacle Goose,Branta leucopsis,LC
"Ducks, geese, swans",Red-breasted Goose,Branta ruficollis,VU
"Ducks, geese, swans",Cackling Goose,Branta hutchinsii,LC
"Ducks, geese, swans",Canada Goose,Branta canadensis,LC
"Ducks, geese, swans",Hawaiian Goose,Branta sandvicensis,VU
"Ducks, geese, swans",Emperor Goose,Anser canagicus,NT
"Ducks, geese, swans",Snow Goose,Anser caerulescens,LC
"Ducks, geese, swans",Ross's Goose,Anser rossii,LC
"Ducks, geese, swans",Bar-headed Goose,Anser indicus,LC
"Ducks, geese, swans",Greylag Goose,Anser anser,LC
"Ducks, geese, swans",Swan Goose,Anser cygnoid,VU
"Ducks, geese, swans",Bean Goose,Anser fabalis,LC
"Ducks, geese, swans",Pink-footed Goose,Anser brachyrhynchus,LC
"Ducks, geese, swans",Greater White-fronted Goose,Anser albifrons,LC
"Ducks, geese, swans",Lesser White-fronted Goose,Anser erythropus,VU
"Ducks, geese, swans",Long-tailed Duck,Clangula hyemalis,VU
"Ducks, geese, swans",Spectacled Eider,Somateria fischeri,NT
"Ducks, geese, swans",King Eider,Somateria spectabilis,LC
"Ducks, geese, swans",Common Eider,Somateria mollissima,NT
"Ducks, geese, swans",Steller's Eider,Polysticta stelleri,VU
"Ducks, geese, swans",Surf Scoter,Melanitta perspicillata,LC
"Ducks, geese, swans",Velvet Scoter,Melanitta fusca,VU
"Ducks, geese, swans",Siberian Scoter,Melanitta stejnegeri,LC
"Ducks, geese, swans",White-winged Scoter,Melanitta deglandi,LC
"Ducks, geese, swans",Common Scoter,Melanitta nigra,LC
"Ducks, geese, swans",Black Scoter,Melanitta americana,NT
"Ducks, geese, swans",Bufflehead,Bucephala albeola,LC
"Ducks, geese, swans",Common Goldeneye,Bucephala clangula,LC
"Ducks, geese, swans",Barrow's Goldeneye,Bucephala islandica,LC
"Ducks, geese, swans",Smew,Mergellus albellus,LC
"Ducks, geese, swans",Hooded Merganser,Lophodytes cucullatus,LC
"Ducks, geese, swans",Goosander,Mergus merganser,LC
"Ducks, geese, swans",Scaly-sided Merganser,Mergus squamatus,EN
"Ducks, geese, swans",Red-breasted Merganser,Mergus serrator,LC
"Ducks, geese, swans",Auckland Merganser,Mergus australis,EX
"Ducks, geese, swans",Brazilian Merganser,Mergus octosetaceus,CR
"Ducks, geese, swans",Harlequin Duck,Histrionicus histrionicus,LC
"Ducks, geese, swans",Labrador Duck,Camptorhynchus labradorius,EX
"Ducks, geese, swans",Orinoco Goose,Neochen jubata,NT
"Ducks, geese, swans",Andean Goose,Chloephaga melanoptera,LC
"Ducks, geese, swans",Upland Goose,Chloephaga picta,LC
"Ducks, geese, swans",Kelp Goose,Chloephaga hybrida,LC
"Ducks, geese, swans",Ashy-headed Goose,Chloephaga poliocephala,LC
"Ducks, geese, swans",Ruddy-headed Goose,Chloephaga rubidiceps,LC
"Ducks, geese, swans",Radjah Shelduck,Radjah radjah,LC
"Ducks, geese, swans",Egyptian Goose,Alopochen aegyptiaca,LC
"Ducks, geese, swans",Mauritius Shelduck,Alopochen mauritiana,EX
"Ducks, geese, swans",Reunion Shelduck,Alopochen kervazoi,EX
"Ducks, geese, swans",Common Shelduck,Tadorna tadorna,LC
"Ducks, geese, swans",Ruddy Shelduck,Tadorna ferruginea,LC
"Ducks, geese, swans",South African Shelduck,Tadorna cana,LC
"Ducks, geese, swans",Australian Shelduck,Tadorna tadornoides,LC
"Ducks, geese, swans",Paradise Shelduck,Tadorna variegata,LC
"Ducks, geese, swans",Crested Shelduck,Tadorna cristata,CR
"Ducks, geese, swans",Spur-winged Goose,Plectropterus gambensis,LC
"Ducks, geese, swans",Muscovy Duck,Cairina moschata,LC
"Ducks, geese, swans",American Comb Duck,Sarkidiornis sylvicola,LC
"Ducks, geese, swans",African Comb Duck,Sarkidiornis melanotos,LC
"Ducks, geese, swans",African Pygmy-goose,Nettapus auritus,LC
"Ducks, geese, swans",Cotton Pygmy-goose,Nettapus coromandelianus,LC
"Ducks, geese, swans",Green Pygmy-goose,Nettapus pulchellus,LC
"Ducks, geese, swans",Ringed Teal,Callonetta leucophrys,LC
"Ducks, geese, swans",Wood Duck,Aix sponsa,LC
"Ducks, geese, swans",Mandarin Duck,Aix galericulata,LC
"Ducks, geese, swans",Maned Duck,Chenonetta jubata,LC
"Ducks, geese, swans",Finsch's Duck,Chenonetta finschi,EX
"Ducks, geese, swans",Blue Duck,Hymenolaimus malacorhynchos,EN
"Ducks, geese, swans",Torrent Duck,Merganetta armata,LC
"Ducks, geese, swans",Hartlaub's Duck,Pteronetta hartlaubii,LC
"Ducks, geese, swans",Blue-winged Goose,Cyanochen cyanoptera,VU
"Ducks, geese, swans",Marbled Teal,Marmaronetta angustirostris,VU
"Ducks, geese, swans",White-winged Duck,Asarcornis scutulata,EN
"Ducks, geese, swans",Red-crested Pochard,Netta rufina,LC
"Ducks, geese, swans",Rosy-billed Pochard,Netta peposaca,LC
"Ducks, geese, swans",Southern Pochard,Netta erythrophthalma,LC
"Ducks, geese, swans",Common Pochard,Aythya ferina,VU
"Ducks, geese, swans",Redhead,Aythya americana,LC
"Ducks, geese, swans",Canvasback,Aythya valisineria,LC
"Ducks, geese, swans",Hardhead,Aythya australis,LC
"Ducks, geese, swans",Madagascar Pochard,Aythya innotata,CR
"Ducks, geese, swans",Baer's Pochard,Aythya baeri,CR
"Ducks, geese, swans",Ferruginous Duck,Aythya nyroca,NT
"Ducks, geese, swans",New Zealand Scaup,Aythya novaeseelandiae,LC
"Ducks, geese, swans",Ring-necked Duck,Aythya collaris,LC
"Ducks, geese, swans",Tufted Duck,Aythya fuligula,LC
"Ducks, geese, swans",Greater Scaup,Aythya marila,LC
"Ducks, geese, swans",Lesser Scaup,Aythya affinis,LC
"Ducks, geese, swans",Pink-headed Duck,Rhodonessa caryophyllacea,CR
"Ducks, geese, swans",Salvadori's Teal,Salvadorina waigiuensis,VU
"Ducks, geese, swans",Flying Steamerduck,Tachyeres patachonicus,LC
"Ducks, geese, swans",White-headed Steamerduck,Tachyeres leucocephalus,VU
"Ducks, geese, swans",Magellanic Steamerduck,Tachyeres pteneres,LC
"Ducks, geese, swans",Falkland Steamerduck,Tachyeres brachypterus,LC
"Ducks, geese, swans",Crested Duck,Lophonetta specularioides,LC
"Ducks, geese, swans",Spectacled Duck,Speculanas specularis,NT
"Ducks, geese, swans",Brazilian Teal,Amazonetta brasiliensis,LC
"Ducks, geese, swans",Garganey,Spatula querquedula,LC
"Ducks, geese, swans",Hottentot Teal,Spatula hottentota,LC
"Ducks, geese, swans",Puna Teal,Spatula puna,LC
"Ducks, geese, swans",Silver Teal,Spatula versicolor,LC
"Ducks, geese, swans",Red Shoveler,Spatula platalea,LC
"Ducks, geese, swans",Cape Shoveler,Spatula smithii,LC
"Ducks, geese, swans",Australian Shoveler,Spatula rhynchotis,LC
"Ducks, geese, swans",Northern Shoveler,Spatula clypeata,LC
"Ducks, geese, swans",Cinnamon Teal,Spatula cyanoptera,LC
"Ducks, geese, swans",Blue-winged Teal,Spatula discors,LC
"Ducks, geese, swans",Baikal Teal,Sibirionetta formosa,LC
"Ducks, geese, swans",Falcated Duck,Mareca falcata,NT
"Ducks, geese, swans",Gadwall,Mareca strepera,LC
"Ducks, geese, swans",Eurasian Wigeon,Mareca penelope,LC
"Ducks, geese, swans",American Wigeon,Mareca americana,LC
"Ducks, geese, swans",Chiloe Wigeon,Mareca sibilatrix,LC
"Ducks, geese, swans",African Black Duck,Anas sparsa,LC
"Ducks, geese, swans",Yellow-billed Duck,Anas undulata,LC
"Ducks, geese, swans",Meller's Duck,Anas melleri,EN
"Ducks, geese, swans",Pacific Black Duck,Anas superciliosa,LC
"Ducks, geese, swans",Philippine Duck,Anas luzonica,VU
"Ducks, geese, swans",Chinese Spot-billed Duck,Anas zonorhyncha,LC
"Ducks, geese, swans",Indian Spot-billed Duck,Anas poecilorhyncha,LC
"Ducks, geese, swans",Laysan Duck,Anas laysanensis,CR
"Ducks, geese, swans",Mallard,Anas platyrhynchos,LC
"Ducks, geese, swans",American Black Duck,Anas rubripes,LC
"Ducks, geese, swans",Mottled Duck,Anas fulvigula,LC
"Ducks, geese, swans",Hawaiian Duck,Anas wyvilliana,EN
"Ducks, geese, swans",Mauritius Duck,Anas theodori,EX
"Ducks, geese, swans",Andaman Teal,Anas albogularis,VU
"Ducks, geese, swans",Sunda Teal,Anas gibberifrons,NT
"Ducks, geese, swans",Grey Teal,Anas gracilis,LC
"Ducks, geese, swans",Chestnut Teal,Anas castanea,LC
"Ducks, geese, swans",Brown Teal,Anas chlorotis,NT
"Ducks, geese, swans",Auckland Teal,Anas aucklandica,VU
"Ducks, geese, swans",Campbell Teal,Anas nesiotis,EN
"Ducks, geese, swans",Madagascar Teal,Anas bernieri,EN
"Ducks, geese, swans",Cape Teal,Anas capensis,LC
"Ducks, geese, swans",White-cheeked Pintail,Anas bahamensis,LC
"Ducks, geese, swans",Red-billed Teal,Anas erythrorhyncha,LC
"Ducks, geese, swans",Northern Pintail,Anas acuta,LC
"Ducks, geese, swans",Southern Pintail,Anas eatoni,VU
"Ducks, geese, swans",Amsterdam Duck,Anas marecula,EX
"Ducks, geese, swans",Yellow-billed Pintail,Anas georgica,LC
"Ducks, geese, swans",Common Teal,Anas crecca,LC
"Ducks, geese, swans",Andean Teal,Anas andium,LC
"Ducks, geese, swans",Yellow-billed Teal,Anas flavirostris,LC
Grebes,Little Grebe,Tachybaptus ruficollis,LC
Grebes,Australasian Grebe,Tachybaptus novaehollandiae,LC
Grebes,Madagascar Grebe,Tachybaptus pelzelnii,EN
Grebes,Alaotra Grebe,Tachybaptus rufolavatus,EX
Grebes,Least Grebe,Tachybaptus dominicus,LC
Grebes,Pied-billed Grebe,Podilymbus podiceps,LC
Grebes,Atitlan Grebe,Podilymbus gigas,EX
Grebes,White-tufted Grebe,Rollandia rolland,LC
Grebes,Titicaca Grebe,Rollandia microptera,EN
Grebes,Hoary-headed Grebe,Poliocephalus poliocephalus,LC
Grebes,New Zealand Grebe,Poliocephalus rufopectus,NT
Grebes,Great Grebe,Podiceps major,LC
Grebes,Red-necked Grebe,Podiceps grisegena,LC
Grebes,Great Crested Grebe,Podiceps cristatus,LC
Grebes,Horned Grebe,Podiceps auritus,VU
Grebes,Black-necked Grebe,Podiceps nigricollis,LC
Grebes,Colombian Grebe,Podiceps andinus,EX
Grebes,Northern Silvery Grebe,Podiceps juninensis,NT
Grebes,Southern Silvery Grebe,Podiceps occipitalis,LC
Grebes,Junin Grebe,Podiceps taczanowskii,CR
Grebes,Hooded Grebe,Podiceps gallardoi,CR
Grebes,Western Grebe,Aechmophorus occidentalis,LC
Grebes,Clark's Grebe,Aechmophorus clarkii,LC
Flamingos,Greater Flamingo,Phoenicopterus roseus,LC
Flamingos,American Flamingo,Phoenicopterus ruber,LC
Flamingos,Chilean Flamingo,Phoenicopterus chilensis,NT
Flamingos,Lesser Flamingo,Phoeniconaias minor,NT
Flamingos,Andean Flamingo,Phoenicoparrus andinus,VU
Flamingos,Puna Flamingo,Phoenicoparrus jamesi,NT
Tropicbirds,Red-billed Tropicbird,Phaethon aethereus,LC
Tropicbirds,Red-tailed Tropicbird,Phaethon rubricauda,LC
Tropicbirds,White-tailed Tropicbird,Phaethon lepturus,LC
Kagu,Kagu,Rhynochetos jubatus,EN
Sunbittern,Sunbittern,Eurypyga helias,LC
Mesites,White-breasted Mesite,Mesitornis variegatus,VU
Mesites,Brown Mesite,Mesitornis unicolor,VU
Mesites,Subdesert Mesite,Monias benschi,VU
"Pigeons, doves",Rock Dove,Columba livia,LC
"Pigeons, doves",Hill Pigeon,Columba rupestris,LC
"Pigeons, doves",Snow Pigeon,Columba leuconota,LC
"Pigeons, doves",Speckled Pigeon,Columba guinea,LC
"Pigeons, doves",White-collared Pigeon,Columba albitorques,LC
"Pigeons, doves",Stock Dove,Columba oenas,LC
"Pigeons, doves",Yellow-eyed Pigeon,Columba eversmanni,VU
"Pigeons, doves",Somali Pigeon,Columba oliviae,DD
"Pigeons, doves",Common Woodpigeon,Columba palumbus,LC
"Pigeons, doves",Madeira Laurel-pigeon,Columba trocaz,LC
"Pigeons, doves",Dark-tailed Laurel-pigeon,Columba bollii,LC
"Pigeons, doves",White-tailed Laurel-pigeon,Columba junoniae,NT
"Pigeons, doves",Afep Pigeon,Columba unicincta,LC
"Pigeons, doves",African Olive-pigeon,Columba arquatrix,LC
"Pigeons, doves",Cameroon Olive-pigeon,Columba sjostedti,LC
"Pigeons, doves",Sao Tome Olive-pigeon,Columba thomensis,EN
"Pigeons, doves",Comoro Olive-pigeon,Columba pollenii,NT
"Pigeons, doves",Speckled Woodpigeon,Columba hodgsonii,LC
"Pigeons, doves",White-naped Pigeon,Columba albinucha,NT
"Pigeons, doves",Ashy Woodpigeon,Columba pulchricollis,LC
"Pigeons, doves",Nilgiri Woodpigeon,Columba elphinstonii,VU
"Pigeons, doves",Sri Lanka Woodpigeon,Columba torringtoniae,VU
"Pigeons, doves",Pale-capped Pigeon,Columba punicea,VU
"Pigeons, doves",Silvery Pigeon,Columba argentina,CR
"Pigeons, doves",Andaman Woodpigeon,Columba palumboides,NT
"Pigeons, doves",Japanese Woodpigeon,Columba janthina,NT
"Pigeons, doves",Bonin Woodpigeon,Columba versicolor,EX
"Pigeons, doves",Ryukyu Woodpigeon,Columba jouyi,EX
"Pigeons, doves",Metallic Pigeon,Columba vitiensis,LC
"Pigeons, doves",White-headed Pigeon,Columba leucomela,LC
"Pigeons, doves",Yellow-legged Pigeon,Columba pallidiceps,VU
"Pigeons, doves",Eastern Bronze-naped Pigeon,Columba delegorguei,LC
"Pigeons, doves",Western Bronze-naped Pigeon,Columba iriditorques,LC
"Pigeons, doves",Sao Tome Bronze-naped Pigeon,Columba malherbii,NT
"Pigeons, doves",Mauritius Woodpigeon,Columba thiriouxi,EX
"Pigeons, doves",Lemon Dove,Aplopelia larvata,LC
"Pigeons, doves",European Turtle-dove,Streptopelia turtur,VU
"Pigeons, doves",Dusky Turtle-dove,Streptopelia lugens,LC
"Pigeons, doves",Adamawa Turtle-dove,Streptopelia hypopyrrha,LC
"Pigeons, doves",Oriental Turtle-dove,Streptopelia orientalis,LC
"Pigeons, doves",Philippine Collared-dove,Streptopelia dusumieri,VU
"Pigeons, doves",Sunda Collared-dove,Streptopelia bitorquata,LC
"Pigeons, doves",Eurasian Collared-dove,Streptopelia decaocto,LC
"Pigeons, doves",Burmese Collared-dove,Streptopelia xanthocycla,LC
"Pigeons, doves",African Collared-dove,Streptopelia roseogrisea,LC
"Pigeons, doves",White-winged Collared-dove,Streptopelia reichenowi,NT
"Pigeons, doves",Mourning Collared-dove,Streptopelia decipiens,LC
"Pigeons, doves",Red-eyed Dove,Streptopelia semitorquata,LC
"Pigeons, doves",Ring-necked Dove,Streptopelia capicola,LC
"Pigeons, doves",Vinaceous Dove,Streptopelia vinacea,LC
"Pigeons, doves",Red Turtle-dove,Streptopelia tranquebarica,LC
"Pigeons, doves",Eastern Spotted Dove,Spilopelia chinensis,LC
"Pigeons, doves",Western Spotted Dove,Spilopelia suratensis,LC
"Pigeons, doves",Laughing Dove,Spilopelia senegalensis,LC
"Pigeons, doves",Madagascar Turtle-dove,Nesoenas picturatus,LC
"Pigeons, doves",Pink Pigeon,Nesoenas mayeri,VU
"Pigeons, doves",Reunion Pigeon,Nesoenas duboisi,EX
"Pigeons, doves",Mauritius Turtle-dove,Nesoenas cicur,EX
"Pigeons, doves",Rodrigues Turtle-dove,Nesoenas rodericanus,EX
"Pigeons, doves",Barred Cuckoo-dove,Macropygia unchall,LC
"Pigeons, doves",Andaman Cuckoo-dove,Macropygia rufipennis,LC
"Pigeons, doves",Ruddy Cuckoo-dove,Macropygia emiliana,LC
"Pigeons, doves",Philippine Cuckoo-dove,Macropygia tenuirostris,LC
"Pigeons, doves",Dusky Cuckoo-dove,Macropygia magna,LC
"Pigeons, doves",Slender-billed Cuckoo-dove,Macropygia amboinensis,LC
"Pigeons, doves",Brown Cuckoo-dove,Macropygia phasianella,LC
"Pigeons, doves",Little Cuckoo-dove,Macropygia ruficeps,LC
"Pigeons, doves",Black-billed Cuckoo-dove,Macropygia nigrirostris,LC
"Pigeons, doves",Mackinlay's Cuckoo-dove,Macropygia mackinlayi,LC
"Pigeons, doves",White-faced Cuckoo-dove,Turacoena manadensis,LC
"Pigeons, doves",Black Cuckoo-dove,Turacoena modesta,NT
"Pigeons, doves",Great Cuckoo-dove,Reinwardtoena reinwardti,LC
"Pigeons, doves",Pied Cuckoo-dove,Reinwardtoena browni,NT
"Pigeons, doves",Crested Cuckoo-dove,Reinwardtoena crassirostris,NT
"Pigeons, doves",Passenger Pigeon,Ectopistes migratorius,EX
"Pigeons, doves",White-crowned Pigeon,Patagioenas leucocephala,NT
"Pigeons, doves",Scaly-naped Pigeon,Patagioenas squamosa,LC
"Pigeons, doves",Scaled Pigeon,Patagioenas speciosa,LC
"Pigeons, doves",Bare-eyed Pigeon,Patagioenas corensis,LC
"Pigeons, doves",Picazuro Pigeon,Patagioenas picazuro,LC
"Pigeons, doves",Spot-winged Pigeon,Patagioenas maculosa,LC
"Pigeons, doves",White-winged Pigeon,Patagioenas albipennis,LC
"Pigeons, doves",Northern Band-tailed Pigeon,Patagioenas fasciata,LC
"Pigeons, doves",Southern Band-tailed Pigeon,Patagioenas albilinea,LC
"Pigeons, doves",Chilean Pigeon,Patagioenas araucana,LC
"Pigeons, doves",Ring-tailed Pigeon,Patagioenas caribaea,VU
"Pigeons, doves",Pale-vented Pigeon,Patagioenas cayennensis,LC
"Pigeons, doves",Red-billed Pigeon,Patagioenas flavirostris,LC
"Pigeons, doves",Peruvian Pigeon,Patagioenas oenops,VU
"Pigeons, doves",Plain Pigeon,Patagioenas inornata,NT
"Pigeons, doves",Plumbeous Pigeon,Patagioenas plumbea,LC
"Pigeons, doves",Ruddy Pigeon,Patagioenas subvinacea,VU
"Pigeons, doves",Short-billed Pigeon,Patagioenas nigrirostris,LC
"Pigeons, doves",Dusky Pigeon,Patagioenas goodsoni,LC
"Pigeons, doves",Blue-headed Quail-dove,Starnoenas cyanocephala,EN
"Pigeons, doves",Purple Quail-dove,Geotrygon purpurata,EN
"Pigeons, doves",Sapphire Quail-dove,Geotrygon saphirina,LC
"Pigeons, doves",Crested Quail-dove,Geotrygon versicolor,NT
"Pigeons, doves",Grey-headed Quail-dove,Geotrygon caniceps,VU
"Pigeons, doves",White-fronted Quail-dove,Geotrygon leucometopia,EN
"Pigeons, doves",Ruddy Quail-dove,Geotrygon montana,LC
"Pigeons, doves",Violaceous Quail-dove,Geotrygon violacea,LC
"Pigeons, doves",Key West Quail-dove,Geotrygon chrysia,LC
